2024-06-07 16:33:56	Test-time adaptation benchmark: scenarios=Scenario(task='classification', model_name='resnet50', model_adaptation_method='dyn', model_selection_method='last_iterate', base_data_name='cifar10', src_data_name='cifar10', test_domains=[TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-gaussian_noise-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='gaussian_noise', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-shot_noise-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='shot_noise', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-impulse_noise-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='impulse_noise', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-defocus_blur-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='defocus_blur', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-glass_blur-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='glass_blur', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-motion_blur-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='motion_blur', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-zoom_blur-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='zoom_blur', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-snow-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='snow', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-frost-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='frost', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-fog-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='fog', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-brightness-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='brightness', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-contrast-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='contrast', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-elastic_transform-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='elastic_transform', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-pixelate-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='pixelate', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-jpeg_compression-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='jpeg_compression', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1)], test_case=TestCase(inter_domain=BatchMixing(non_iid_pattern='class_wise_over_domain', non_iid_ness=0.01, batch_size=64, sp_order='Shuffle_Shuffle', sp_scenarios='Homo&Cross&Heter'), batch_size=64, data_wise='batch_wise', offline_pre_adapt=False, episodic=False, intra_domain_shuffle=True))
2024-06-07 16:56:30		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:30		initialize selection method=last_iterate.
2024-06-07 16:56:30		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:31		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:31		initialize selection method=last_iterate.
2024-06-07 16:56:31		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:32		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:32		initialize selection method=last_iterate.
2024-06-07 16:56:32		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:33		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:33		initialize selection method=last_iterate.
2024-06-07 16:56:33		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:33		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:33		initialize selection method=last_iterate.
2024-06-07 16:56:33		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:34		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:34		initialize selection method=last_iterate.
2024-06-07 16:56:34		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:35		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:35		initialize selection method=last_iterate.
2024-06-07 16:56:35		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:36		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:36		initialize selection method=last_iterate.
2024-06-07 16:56:36		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:37		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:37		initialize selection method=last_iterate.
2024-06-07 16:56:37		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:37		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:37		initialize selection method=last_iterate.
2024-06-07 16:56:37		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:38		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:38		initialize selection method=last_iterate.
2024-06-07 16:56:38		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:39		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:39		initialize selection method=last_iterate.
2024-06-07 16:56:39		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:40		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:40		initialize selection method=last_iterate.
2024-06-07 16:56:40		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:41		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:41		initialize selection method=last_iterate.
2024-06-07 16:56:41		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:41		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:42		initialize selection method=last_iterate.
2024-06-07 16:56:42		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:42		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:42		initialize selection method=last_iterate.
2024-06-07 16:56:42		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:43		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:43		initialize selection method=last_iterate.
2024-06-07 16:56:43		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:44		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:44		initialize selection method=last_iterate.
2024-06-07 16:56:44		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:45		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:45		initialize selection method=last_iterate.
2024-06-07 16:56:45		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:46		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:46		initialize selection method=last_iterate.
2024-06-07 16:56:46		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:47		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:47		initialize selection method=last_iterate.
2024-06-07 16:56:47		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:47		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:47		initialize selection method=last_iterate.
2024-06-07 16:56:47		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:48		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:48		initialize selection method=last_iterate.
2024-06-07 16:56:48		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:49		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:49		initialize selection method=last_iterate.
2024-06-07 16:56:49		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:50		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:50		initialize selection method=last_iterate.
2024-06-07 16:56:50		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:51		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:51		initialize selection method=last_iterate.
2024-06-07 16:56:51		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:51		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:51		initialize selection method=last_iterate.
2024-06-07 16:56:51		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:52		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:52		initialize selection method=last_iterate.
2024-06-07 16:56:52		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:53		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:53		initialize selection method=last_iterate.
2024-06-07 16:56:53		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:54		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:54		initialize selection method=last_iterate.
2024-06-07 16:56:54		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:55		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:55		initialize selection method=last_iterate.
2024-06-07 16:56:55		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:55		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:55		initialize selection method=last_iterate.
2024-06-07 16:56:55		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:56		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:56		initialize selection method=last_iterate.
2024-06-07 16:56:56		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:57		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:57		initialize selection method=last_iterate.
2024-06-07 16:56:57		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:58		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:58		initialize selection method=last_iterate.
2024-06-07 16:56:58		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:59		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:59		initialize selection method=last_iterate.
2024-06-07 16:56:59		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:59		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:59		initialize selection method=last_iterate.
2024-06-07 16:56:59		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:00		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:00		initialize selection method=last_iterate.
2024-06-07 16:57:00		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:01		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:01		initialize selection method=last_iterate.
2024-06-07 16:57:01		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:02		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:02		initialize selection method=last_iterate.
2024-06-07 16:57:02		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:03		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:03		initialize selection method=last_iterate.
2024-06-07 16:57:03		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:03		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:03		initialize selection method=last_iterate.
2024-06-07 16:57:03		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:04		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:04		initialize selection method=last_iterate.
2024-06-07 16:57:04		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:05		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:05		initialize selection method=last_iterate.
2024-06-07 16:57:05		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:06		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:06		initialize selection method=last_iterate.
2024-06-07 16:57:06		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:07		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:07		initialize selection method=last_iterate.
2024-06-07 16:57:07		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:07		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:08		initialize selection method=last_iterate.
2024-06-07 16:57:08		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:08		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:08		initialize selection method=last_iterate.
2024-06-07 16:57:08		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:09		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:09		initialize selection method=last_iterate.
2024-06-07 16:57:09		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:10		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:10		initialize selection method=last_iterate.
2024-06-07 16:57:10		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:11		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:11		initialize selection method=last_iterate.
2024-06-07 16:57:11		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:12		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:12		initialize selection method=last_iterate.
2024-06-07 16:57:12		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:12		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:12		initialize selection method=last_iterate.
2024-06-07 16:57:12		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:13		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:13		initialize selection method=last_iterate.
2024-06-07 16:57:13		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:14		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:14		initialize selection method=last_iterate.
2024-06-07 16:57:14		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:15		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:15		initialize selection method=last_iterate.
2024-06-07 16:57:15		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:16		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:16		initialize selection method=last_iterate.
2024-06-07 16:57:16		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:16		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:16		initialize selection method=last_iterate.
2024-06-07 16:57:16		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:17		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:17		initialize selection method=last_iterate.
2024-06-07 16:57:17		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:18		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:18		initialize selection method=last_iterate.
2024-06-07 16:57:18		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:19		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:19		initialize selection method=last_iterate.
2024-06-07 16:57:19		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:20		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:20		initialize selection method=last_iterate.
2024-06-07 16:57:20		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:20		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:20		initialize selection method=last_iterate.
2024-06-07 16:57:20		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:21		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:21		initialize selection method=last_iterate.
2024-06-07 16:57:21		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:22		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:22		initialize selection method=last_iterate.
2024-06-07 16:57:22		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:23		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:23		initialize selection method=last_iterate.
2024-06-07 16:57:23		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:24		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:24		initialize selection method=last_iterate.
2024-06-07 16:57:24		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:25		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:25		initialize selection method=last_iterate.
2024-06-07 16:57:25		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:25		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:25		initialize selection method=last_iterate.
2024-06-07 16:57:25		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:26		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:26		initialize selection method=last_iterate.
2024-06-07 16:57:26		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:27		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:27		initialize selection method=last_iterate.
2024-06-07 16:57:27		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:28		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:28		initialize selection method=last_iterate.
2024-06-07 16:57:28		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:29		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:29		initialize selection method=last_iterate.
2024-06-07 16:57:29		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:30		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:30		initialize selection method=last_iterate.
2024-06-07 16:57:30		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:30		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:30		initialize selection method=last_iterate.
2024-06-07 16:57:30		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:31		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:31		initialize selection method=last_iterate.
2024-06-07 16:57:31		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:32		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:32		initialize selection method=last_iterate.
2024-06-07 16:57:32		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:33		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:33		initialize selection method=last_iterate.
2024-06-07 16:57:33		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:34		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:34		initialize selection method=last_iterate.
2024-06-07 16:57:34		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:34		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:35		initialize selection method=last_iterate.
2024-06-07 16:57:35		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:35		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:35		initialize selection method=last_iterate.
2024-06-07 16:57:35		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:36		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:36		initialize selection method=last_iterate.
2024-06-07 16:57:36		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:37		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:37		initialize selection method=last_iterate.
2024-06-07 16:57:37		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:38		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:38		initialize selection method=last_iterate.
2024-06-07 16:57:38		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:39		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:57:39		initialize selection method=last_iterate.
2024-06-07 16:57:39		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:57:39		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
